property_temp,timestamp,unit_of_measure_weather,temperature,weather_station_agency,weather_station_id,metering_point_id,property,unit_of_measure,value,consumption_from,consumption_to,consumption_value
temperature,2016-12-24,C,5.21021686,local,TDS9,TDS9,energy,MWh,3227.22,2016-12-23,2016-12-24,2.919999999999618
temperature,2016-12-24,C,5.21021686,local,TDS9,TDS9,flow,m3,48047.3,2016-12-23,2016-12-24,42.5
temperature,2016-12-25,C,5.0656935672,local,TDS9,TDS9,energy,MWh,3230.14,2016-12-24,2016-12-25,2.9200000000000728
temperature,2016-12-25,C,5.0656935672,local,TDS9,TDS9,flow,m3,48095.5,2016-12-24,2016-12-25,48.19999999999709
temperature,2016-12-26,C,6.7654243509,local,TDS9,TDS9,energy,MWh,3232.93,2016-12-25,2016-12-26,2.7899999999999636
temperature,2016-12-26,C,6.7654243509,local,TDS9,TDS9,flow,m3,48138.2,2016-12-25,2016-12-26,42.69999999999709
temperature,2016-12-27,C,6.1471034884,local,TDS9,TDS9,energy,MWh,3235.8,2016-12-26,2016-12-27,2.8700000000003456
temperature,2016-12-27,C,6.1471034884,local,TDS9,TDS9,flow,m3,48190.9,2016-12-26,2016-12-27,52.700000000004366
temperature,2016-12-28,C,5.7436788579,local,TDS9,TDS9,energy,MWh,3238.76,2016-12-27,2016-12-28,2.9600000000000364
temperature,2016-12-28,C,5.7436788579,local,TDS9,TDS9,flow,m3,48234.4,2016-12-27,2016-12-28,43.5
temperature,2016-12-29,C,2.1636366944,local,TDS9,TDS9,energy,MWh,3241.98,2016-12-28,2016-12-29,3.2199999999998
temperature,2016-12-29,C,2.1636366944,local,TDS9,TDS9,flow,m3,48282.3,2016-12-28,2016-12-29,47.900000000001455
temperature,2016-12-30,C,6.2275520563,local,TDS9,TDS9,energy,MWh,3244.63,2016-12-29,2016-12-30,2.650000000000091
temperature,2016-12-30,C,6.2275520563,local,TDS9,TDS9,flow,m3,48322.5,2016-12-29,2016-12-30,40.19999999999709
temperature,2016-12-31,C,7.023881038,local,TDS9,TDS9,energy,MWh,3247.17,2016-12-30,2016-12-31,2.5399999999999636
temperature,2016-12-31,C,7.023881038,local,TDS9,TDS9,flow,m3,48363.8,2016-12-30,2016-12-31,41.30000000000291
temperature,2017-01-01,C,8.2943859299,local,TDS9,TDS9,energy,MWh,3249.55,2016-12-31,2017-01-01,2.380000000000109
temperature,2017-01-01,C,8.2943859299,local,TDS9,TDS9,flow,m3,48403.1,2016-12-31,2017-01-01,39.299999999995634
temperature,2017-01-02,C,4.4052362926,local,TDS9,TDS9,energy,MWh,3252.43,2017-01-01,2017-01-02,2.8799999999996544
temperature,2017-01-02,C,4.4052362926,local,TDS9,TDS9,flow,m3,48445.8,2017-01-01,2017-01-02,42.700000000004366
temperature,2017-01-03,C,-1.1726266807,local,TDS9,TDS9,energy,MWh,3255.95,2017-01-02,2017-01-03,3.519999999999982
temperature,2017-01-03,C,-1.1726266807,local,TDS9,TDS9,flow,m3,48496.6,2017-01-02,2017-01-03,50.799999999995634
temperature,2017-01-04,C,1.1513082311,local,TDS9,TDS9,energy,MWh,3259.05,2017-01-03,2017-01-04,3.100000000000364
temperature,2017-01-04,C,1.1513082311,local,TDS9,TDS9,flow,m3,48540.4,2017-01-03,2017-01-04,43.80000000000291
temperature,2017-01-05,C,-0.7487596559,local,TDS9,TDS9,energy,MWh,3262.68,2017-01-04,2017-01-05,3.6299999999996544
temperature,2017-01-05,C,-0.7487596559,local,TDS9,TDS9,flow,m3,48596.9,2017-01-04,2017-01-05,56.5
temperature,2017-01-06,C,-8.6534241637,local,TDS9,TDS9,energy,MWh,3267.16,2017-01-05,2017-01-06,4.480000000000018
temperature,2017-01-06,C,-8.6534241637,local,TDS9,TDS9,flow,m3,48659.2,2017-01-05,2017-01-06,62.299999999995634
temperature,2017-01-07,C,-5.2709227825,local,TDS9,TDS9,energy,MWh,3271.3,2017-01-06,2017-01-07,4.140000000000327
temperature,2017-01-07,C,-5.2709227825,local,TDS9,TDS9,flow,m3,48715.2,2017-01-06,2017-01-07,56
temperature,2017-01-08,C,0.6901281253,local,TDS9,TDS9,energy,MWh,3274.69,2017-01-07,2017-01-08,3.3899999999998727
temperature,2017-01-08,C,0.6901281253,local,TDS9,TDS9,flow,m3,48759.2,2017-01-07,2017-01-08,44
temperature,2017-01-09,C,0.2207033696,local,TDS9,TDS9,energy,MWh,3278.24,2017-01-08,2017-01-09,3.549999999999727
temperature,2017-01-09,C,0.2207033696,local,TDS9,TDS9,flow,m3,48803.8,2017-01-08,2017-01-09,44.60000000000582
temperature,2017-01-10,C,4.1353218754,local,TDS9,TDS9,energy,MWh,3281.31,2017-01-09,2017-01-10,3.0700000000001637
temperature,2017-01-10,C,4.1353218754,local,TDS9,TDS9,flow,m3,48844,2017-01-09,2017-01-10,40.19999999999709
temperature,2017-01-11,C,1.8993448168,local,TDS9,TDS9,energy,MWh,3284.48,2017-01-10,2017-01-11,3.1700000000000728
temperature,2017-01-11,C,1.8993448168,local,TDS9,TDS9,flow,m3,48892.6,2017-01-10,2017-01-11,48.599999999998545
temperature,2017-01-12,C,3.9383938313,local,TDS9,TDS9,energy,MWh,3287.46,2017-01-11,2017-01-12,2.980000000000018
temperature,2017-01-12,C,3.9383938313,local,TDS9,TDS9,flow,m3,48934.8,2017-01-11,2017-01-12,42.200000000004366
temperature,2017-01-13,C,4.3124536276,local,TDS9,TDS9,energy,MWh,3290.57,2017-01-12,2017-01-13,3.1100000000001273
temperature,2017-01-13,C,4.3124536276,local,TDS9,TDS9,flow,m3,48978.9,2017-01-12,2017-01-13,44.099999999998545
temperature,2017-01-14,C,2.0464080423,local,TDS9,TDS9,energy,MWh,3293.81,2017-01-13,2017-01-14,3.2399999999997817
temperature,2017-01-14,C,2.0464080423,local,TDS9,TDS9,flow,m3,49027.3,2017-01-13,2017-01-14,48.400000000001455
temperature,2017-01-15,C,0.654868383,local,TDS9,TDS9,energy,MWh,3297.24,2017-01-14,2017-01-15,3.4299999999998363
temperature,2017-01-15,C,0.654868383,local,TDS9,TDS9,flow,m3,49073.8,2017-01-14,2017-01-15,46.5
temperature,2017-01-16,C,-3.2850563973,local,TDS9,TDS9,energy,MWh,3301.22,2017-01-15,2017-01-16,3.980000000000018
temperature,2017-01-16,C,-3.2850563973,local,TDS9,TDS9,flow,m3,49130.3,2017-01-15,2017-01-16,56.5
temperature,2017-01-17,C,-3.8548790962,local,TDS9,TDS9,energy,MWh,3305.08,2017-01-16,2017-01-17,3.8600000000001273
temperature,2017-01-17,C,-3.8548790962,local,TDS9,TDS9,flow,m3,49183.6,2017-01-16,2017-01-17,53.299999999995634
temperature,2017-01-18,C,-0.0332063554,local,TDS9,TDS9,energy,MWh,3308.49,2017-01-17,2017-01-18,3.4099999999998545
temperature,2017-01-18,C,-0.0332063554,local,TDS9,TDS9,flow,m3,49235.4,2017-01-17,2017-01-18,51.80000000000291
temperature,2017-01-19,C,4.6972875396,local,TDS9,TDS9,energy,MWh,3311.56,2017-01-18,2017-01-19,3.0700000000001637
temperature,2017-01-19,C,4.6972875396,local,TDS9,TDS9,flow,m3,49280.2,2017-01-18,2017-01-19,44.799999999995634
temperature,2017-01-20,C,6.2887840867,local,TDS9,TDS9,energy,MWh,3314.23,2017-01-19,2017-01-20,2.6700000000000728
temperature,2017-01-20,C,6.2887840867,local,TDS9,TDS9,flow,m3,49316.3,2017-01-19,2017-01-20,36.10000000000582
temperature,2017-01-21,C,5.6849889557,local,TDS9,TDS9,energy,MWh,3317.11,2017-01-20,2017-01-21,2.880000000000109
temperature,2017-01-21,C,5.6849889557,local,TDS9,TDS9,flow,m3,49356.9,2017-01-20,2017-01-21,40.599999999998545
temperature,2017-01-22,C,0.8074318913,local,TDS9,TDS9,energy,MWh,3320.31,2017-01-21,2017-01-22,3.199999999999818
temperature,2017-01-22,C,0.8074318913,local,TDS9,TDS9,flow,m3,49404.6,2017-01-21,2017-01-22,47.69999999999709
temperature,2017-01-23,C,3.04006205,local,TDS9,TDS9,energy,MWh,3323.46,2017-01-22,2017-01-23,3.150000000000091
temperature,2017-01-23,C,3.04006205,local,TDS9,TDS9,flow,m3,49450.9,2017-01-22,2017-01-23,46.30000000000291
temperature,2017-01-24,C,3.3916274011,local,TDS9,TDS9,energy,MWh,3326.52,2017-01-23,2017-01-24,3.0599999999999454
temperature,2017-01-24,C,3.3916274011,local,TDS9,TDS9,flow,m3,49494.5,2017-01-23,2017-01-24,43.599999999998545
temperature,2017-01-25,C,2.725680987,local,TDS9,TDS9,energy,MWh,3329.65,2017-01-24,2017-01-25,3.130000000000109
temperature,2017-01-25,C,2.725680987,local,TDS9,TDS9,flow,m3,49538.3,2017-01-24,2017-01-25,43.80000000000291
temperature,2017-01-26,C,4.0894709527,local,TDS9,TDS9,energy,MWh,3332.67,2017-01-25,2017-01-26,3.019999999999982
temperature,2017-01-26,C,4.0894709527,local,TDS9,TDS9,flow,m3,49581.3,2017-01-25,2017-01-26,43
temperature,2017-01-27,C,1.6137694654,local,TDS9,TDS9,energy,MWh,3335.89,2017-01-26,2017-01-27,3.2199999999998
temperature,2017-01-27,C,1.6137694654,local,TDS9,TDS9,flow,m3,49630.4,2017-01-26,2017-01-27,49.099999999998545
temperature,2017-01-28,C,0.0267995711,local,TDS9,TDS9,energy,MWh,3339.39,2017-01-27,2017-01-28,3.5
temperature,2017-01-28,C,0.0267995711,local,TDS9,TDS9,flow,m3,49679.8,2017-01-27,2017-01-28,49.400000000001455
temperature,2017-01-29,C,-0.1834134411,local,TDS9,TDS9,energy,MWh,3342.91,2017-01-28,2017-01-29,3.519999999999982
temperature,2017-01-29,C,-0.1834134411,local,TDS9,TDS9,flow,m3,49729.1,2017-01-28,2017-01-29,49.299999999995634
temperature,2017-01-30,C,1.0720552371,local,TDS9,TDS9,energy,MWh,3346.33,2017-01-29,2017-01-30,3.4200000000000728
temperature,2017-01-30,C,1.0720552371,local,TDS9,TDS9,flow,m3,49774.6,2017-01-29,2017-01-30,45.5
temperature,2017-01-31,C,2.3384319382,local,TDS9,TDS9,energy,MWh,3349.64,2017-01-30,2017-01-31,3.3099999999999454
temperature,2017-01-31,C,2.3384319382,local,TDS9,TDS9,flow,m3,49820.6,2017-01-30,2017-01-31,46
temperature,2017-02-01,C,-0.2105086508,local,TDS9,TDS9,energy,MWh,3353.1,2017-01-31,2017-02-01,3.4600000000000364
temperature,2017-02-01,C,-0.2105086508,local,TDS9,TDS9,flow,m3,49872.8,2017-01-31,2017-02-01,52.200000000004366
temperature,2017-02-02,C,0.8090691467,local,TDS9,TDS9,energy,MWh,3356.61,2017-02-01,2017-02-02,3.5100000000002183
temperature,2017-02-02,C,0.8090691467,local,TDS9,TDS9,flow,m3,49923.2,2017-02-01,2017-02-02,50.39999999999418
temperature,2017-02-03,C,1.3394812246,local,TDS9,TDS9,energy,MWh,3359.88,2017-02-02,2017-02-03,3.269999999999982
temperature,2017-02-03,C,1.3394812246,local,TDS9,TDS9,flow,m3,49967.3,2017-02-02,2017-02-03,44.10000000000582
temperature,2017-02-04,C,1.6159321641,local,TDS9,TDS9,energy,MWh,3363.09,2017-02-03,2017-02-04,3.2100000000000364
temperature,2017-02-04,C,1.6159321641,local,TDS9,TDS9,flow,m3,50012.1,2017-02-03,2017-02-04,44.799999999995634
temperature,2017-02-05,C,1.5246166848,local,TDS9,TDS9,energy,MWh,3366.61,2017-02-04,2017-02-05,3.519999999999982
temperature,2017-02-05,C,1.5246166848,local,TDS9,TDS9,flow,m3,50060.2,2017-02-04,2017-02-05,48.099999999998545
temperature,2017-02-06,C,2.0729322632,local,TDS9,TDS9,energy,MWh,3370.03,2017-02-05,2017-02-06,3.4200000000000728
temperature,2017-02-06,C,2.0729322632,local,TDS9,TDS9,flow,m3,50108.3,2017-02-05,2017-02-06,48.10000000000582
temperature,2017-02-07,C,0.4715001055,local,TDS9,TDS9,energy,MWh,3373.58,2017-02-06,2017-02-07,3.549999999999727
temperature,2017-02-07,C,0.4715001055,local,TDS9,TDS9,flow,m3,50165.8,2017-02-06,2017-02-07,57.5
temperature,2017-02-08,C,-2.3892322729,local,TDS9,TDS9,energy,MWh,3377.5,2017-02-07,2017-02-08,3.9200000000000728
temperature,2017-02-08,C,-2.3892322729,local,TDS9,TDS9,flow,m3,50223.7,2017-02-07,2017-02-08,57.89999999999418
temperature,2017-02-09,C,-2.5201265017,local,TDS9,TDS9,energy,MWh,3381.44,2017-02-08,2017-02-09,3.9400000000000546
temperature,2017-02-09,C,-2.5201265017,local,TDS9,TDS9,flow,m3,50277.1,2017-02-08,2017-02-09,53.400000000001455
temperature,2017-02-10,C,-2.2955548763,local,TDS9,TDS9,energy,MWh,3385.38,2017-02-09,2017-02-10,3.9400000000000546
temperature,2017-02-10,C,-2.2955548763,local,TDS9,TDS9,flow,m3,50334.7,2017-02-09,2017-02-10,57.599999999998545
temperature,2017-02-11,C,-0.4196634293,local,TDS9,TDS9,energy,MWh,3389.03,2017-02-10,2017-02-11,3.650000000000091
temperature,2017-02-11,C,-0.4196634293,local,TDS9,TDS9,flow,m3,50386.6,2017-02-10,2017-02-11,51.900000000001455
temperature,2017-02-12,C,-0.2965006263,local,TDS9,TDS9,energy,MWh,3392.79,2017-02-11,2017-02-12,3.7599999999997635
temperature,2017-02-12,C,-0.2965006263,local,TDS9,TDS9,flow,m3,50438.9,2017-02-11,2017-02-12,52.30000000000291
temperature,2017-02-13,C,-0.7015645959,local,TDS9,TDS9,energy,MWh,3396.62,2017-02-12,2017-02-13,3.8299999999999272
temperature,2017-02-13,C,-0.7015645959,local,TDS9,TDS9,flow,m3,50493.4,2017-02-12,2017-02-13,54.5
temperature,2017-02-14,C,-3.268604209,local,TDS9,TDS9,energy,MWh,3400.6,2017-02-13,2017-02-14,3.980000000000018
temperature,2017-02-14,C,-3.268604209,local,TDS9,TDS9,flow,m3,50551.6,2017-02-13,2017-02-14,58.19999999999709
temperature,2017-02-15,C,-1.6051651922,local,TDS9,TDS9,energy,MWh,3404.35,2017-02-14,2017-02-15,3.75
temperature,2017-02-15,C,-1.6051651922,local,TDS9,TDS9,flow,m3,50607.1,2017-02-14,2017-02-15,55.5
temperature,2017-02-16,C,-0.8352385052,local,TDS9,TDS9,energy,MWh,3407.97,2017-02-15,2017-02-16,3.619999999999891
temperature,2017-02-16,C,-0.8352385052,local,TDS9,TDS9,flow,m3,50661.8,2017-02-15,2017-02-16,54.700000000004366
temperature,2017-02-17,C,1.7172468677,local,TDS9,TDS9,energy,MWh,3411.34,2017-02-16,2017-02-17,3.3700000000003456
temperature,2017-02-17,C,1.7172468677,local,TDS9,TDS9,flow,m3,50705.6,2017-02-16,2017-02-17,43.799999999995634
temperature,2017-02-18,C,2.1579970329,local,TDS9,TDS9,energy,MWh,3414.52,2017-02-17,2017-02-18,3.1799999999998363
temperature,2017-02-18,C,2.1579970329,local,TDS9,TDS9,flow,m3,50752.7,2017-02-17,2017-02-18,47.099999999998545
temperature,2017-02-19,C,0.4327951151,local,TDS9,TDS9,energy,MWh,3417.95,2017-02-18,2017-02-19,3.4299999999998363
temperature,2017-02-19,C,0.4327951151,local,TDS9,TDS9,flow,m3,50803.6,2017-02-18,2017-02-19,50.900000000001455
temperature,2017-02-20,C,4.744966954,local,TDS9,TDS9,energy,MWh,3420.97,2017-02-19,2017-02-20,3.019999999999982
temperature,2017-02-20,C,4.744966954,local,TDS9,TDS9,flow,m3,50844.3,2017-02-19,2017-02-20,40.700000000004366
temperature,2017-02-21,C,5.3246339361,local,TDS9,TDS9,energy,MWh,3423.82,2017-02-20,2017-02-21,2.850000000000364
temperature,2017-02-21,C,5.3246339361,local,TDS9,TDS9,flow,m3,50884.4,2017-02-20,2017-02-21,40.099999999998545
temperature,2017-02-22,C,4.7847258548,local,TDS9,TDS9,energy,MWh,3426.88,2017-02-21,2017-02-22,3.0599999999999454
temperature,2017-02-22,C,4.7847258548,local,TDS9,TDS9,flow,m3,50928.4,2017-02-21,2017-02-22,44
temperature,2017-02-23,C,4.8591396709,local,TDS9,TDS9,energy,MWh,3429.76,2017-02-22,2017-02-23,2.880000000000109
temperature,2017-02-23,C,4.8591396709,local,TDS9,TDS9,flow,m3,50966.5,2017-02-22,2017-02-23,38.099999999998545
temperature,2017-02-24,C,3.0839948654,local,TDS9,TDS9,energy,MWh,3432.95,2017-02-23,2017-02-24,3.1899999999996
temperature,2017-02-24,C,3.0839948654,local,TDS9,TDS9,flow,m3,51009.8,2017-02-23,2017-02-24,43.30000000000291
temperature,2017-02-25,C,-0.3690121587,local,TDS9,TDS9,energy,MWh,3436.65,2017-02-24,2017-02-25,3.700000000000273
temperature,2017-02-25,C,-0.3690121587,local,TDS9,TDS9,flow,m3,51060.7,2017-02-24,2017-02-25,50.89999999999418
temperature,2017-02-26,C,0.0778766572,local,TDS9,TDS9,energy,MWh,3440.16,2017-02-25,2017-02-26,3.5099999999997635
temperature,2017-02-26,C,0.0778766572,local,TDS9,TDS9,flow,m3,51114.1,2017-02-25,2017-02-26,53.400000000001455
temperature,2017-02-27,C,4.4704582095,local,TDS9,TDS9,energy,MWh,3443.23,2017-02-26,2017-02-27,3.0700000000001637
temperature,2017-02-27,C,4.4704582095,local,TDS9,TDS9,flow,m3,51157.4,2017-02-26,2017-02-27,43.30000000000291
temperature,2017-02-28,C,6.3167863488,local,TDS9,TDS9,energy,MWh,3445.8,2017-02-27,2017-02-28,2.5700000000001637
temperature,2017-02-28,C,6.3167863488,local,TDS9,TDS9,flow,m3,51191.4,2017-02-27,2017-02-28,34
temperature,2017-03-01,C,5.2876348893,local,TDS9,TDS9,energy,MWh,3448.47,2017-02-28,2017-03-01,2.669999999999618
temperature,2017-03-01,C,5.2876348893,local,TDS9,TDS9,flow,m3,51231.7,2017-02-28,2017-03-01,40.299999999995634
temperature,2017-03-02,C,3.9451929828,local,TDS9,TDS9,energy,MWh,3451.47,2017-03-01,2017-03-02,3
temperature,2017-03-02,C,3.9451929828,local,TDS9,TDS9,flow,m3,51276.6,2017-03-01,2017-03-02,44.900000000001455
temperature,2017-03-03,C,3.6149038374,local,TDS9,TDS9,energy,MWh,3454.38,2017-03-02,2017-03-03,2.9100000000003092
temperature,2017-03-03,C,3.6149038374,local,TDS9,TDS9,flow,m3,51319.3,2017-03-02,2017-03-03,42.700000000004366
temperature,2017-03-04,C,4.8797371089,local,TDS9,TDS9,energy,MWh,3457.14,2017-03-03,2017-03-04,2.7599999999997635
temperature,2017-03-04,C,4.8797371089,local,TDS9,TDS9,flow,m3,51355.8,2017-03-03,2017-03-04,36.5
temperature,2017-03-05,C,5.2310644289,local,TDS9,TDS9,energy,MWh,3459.93,2017-03-04,2017-03-05,2.7899999999999636
temperature,2017-03-05,C,5.2310644289,local,TDS9,TDS9,flow,m3,51392.1,2017-03-04,2017-03-05,36.299999999995634
temperature,2017-03-06,C,1.0942046208,local,TDS9,TDS9,energy,MWh,3463.24,2017-03-05,2017-03-06,3.3099999999999454
temperature,2017-03-06,C,1.0942046208,local,TDS9,TDS9,flow,m3,51445.3,2017-03-05,2017-03-06,53.200000000004366
temperature,2017-03-07,C,-1.0344655642,local,TDS9,TDS9,energy,MWh,3466.8,2017-03-06,2017-03-07,3.5600000000004
temperature,2017-03-07,C,-1.0344655642,local,TDS9,TDS9,flow,m3,51498.4,2017-03-06,2017-03-07,53.099999999998545
temperature,2017-03-08,C,-2.5290554812,local,TDS9,TDS9,energy,MWh,3470.48,2017-03-07,2017-03-08,3.6799999999998363
temperature,2017-03-08,C,-2.5290554812,local,TDS9,TDS9,flow,m3,51548.7,2017-03-07,2017-03-08,50.299999999995634
temperature,2017-03-09,C,-1.2058204636,local,TDS9,TDS9,energy,MWh,3474.03,2017-03-08,2017-03-09,3.550000000000182
temperature,2017-03-09,C,-1.2058204636,local,TDS9,TDS9,flow,m3,51598.7,2017-03-08,2017-03-09,50
temperature,2017-03-10,C,4.2130428652,local,TDS9,TDS9,energy,MWh,3477.05,2017-03-09,2017-03-10,3.019999999999982
temperature,2017-03-10,C,4.2130428652,local,TDS9,TDS9,flow,m3,51638.7,2017-03-09,2017-03-10,40
temperature,2017-03-11,C,3.4835363466000002,local,TDS9,TDS9,energy,MWh,3480.08,2017-03-10,2017-03-11,3.0299999999997453
temperature,2017-03-11,C,3.4835363466000002,local,TDS9,TDS9,flow,m3,51681.7,2017-03-10,2017-03-11,43
temperature,2017-03-12,C,2.2730748591,local,TDS9,TDS9,energy,MWh,3483.2,2017-03-11,2017-03-12,3.119999999999891
temperature,2017-03-12,C,2.2730748591,local,TDS9,TDS9,flow,m3,51720.6,2017-03-11,2017-03-12,38.900000000001455
temperature,2017-03-13,C,2.8933882148,local,TDS9,TDS9,energy,MWh,3486.33,2017-03-12,2017-03-13,3.130000000000109
temperature,2017-03-13,C,2.8933882148,local,TDS9,TDS9,flow,m3,51760.4,2017-03-12,2017-03-13,39.80000000000291
temperature,2017-03-14,C,3.1574864537,local,TDS9,TDS9,energy,MWh,3489.39,2017-03-13,2017-03-14,3.0599999999999454
temperature,2017-03-14,C,3.1574864537,local,TDS9,TDS9,flow,m3,51803.9,2017-03-13,2017-03-14,43.5
temperature,2017-03-15,C,5.5928845803,local,TDS9,TDS9,energy,MWh,3492.17,2017-03-14,2017-03-15,2.7800000000002
temperature,2017-03-15,C,5.5928845803,local,TDS9,TDS9,flow,m3,51845.9,2017-03-14,2017-03-15,42
temperature,2017-03-16,C,5.952934444,local,TDS9,TDS9,energy,MWh,3495.03,2017-03-15,2017-03-16,2.8600000000001273
temperature,2017-03-16,C,5.952934444,local,TDS9,TDS9,flow,m3,51888.7,2017-03-15,2017-03-16,42.799999999995634
temperature,2017-03-17,C,6.4842759371,local,TDS9,TDS9,energy,MWh,3497.61,2017-03-16,2017-03-17,2.5799999999999272
temperature,2017-03-17,C,6.4842759371,local,TDS9,TDS9,flow,m3,51928.6,2017-03-16,2017-03-17,39.900000000001455
temperature,2017-03-18,C,4.9354080359,local,TDS9,TDS9,energy,MWh,3500.43,2017-03-17,2017-03-18,2.819999999999709
temperature,2017-03-18,C,4.9354080359,local,TDS9,TDS9,flow,m3,51967.5,2017-03-17,2017-03-18,38.900000000001455
temperature,2017-03-19,C,4.0585983644,local,TDS9,TDS9,energy,MWh,3503.32,2017-03-18,2017-03-19,2.8900000000003274
temperature,2017-03-19,C,4.0585983644,local,TDS9,TDS9,flow,m3,52008.2,2017-03-18,2017-03-19,40.69999999999709
temperature,2017-03-20,C,1.7618403484,local,TDS9,TDS9,energy,MWh,3506.64,2017-03-19,2017-03-20,3.319999999999709
temperature,2017-03-20,C,1.7618403484,local,TDS9,TDS9,flow,m3,52059,2017-03-19,2017-03-20,50.80000000000291
temperature,2017-03-21,C,4.3236901065,local,TDS9,TDS9,energy,MWh,3509.44,2017-03-20,2017-03-21,2.800000000000182
temperature,2017-03-21,C,4.3236901065,local,TDS9,TDS9,flow,m3,52102.3,2017-03-20,2017-03-21,43.30000000000291
temperature,2017-03-22,C,5.1424322625,local,TDS9,TDS9,energy,MWh,3512.25,2017-03-21,2017-03-22,2.8099999999999454
temperature,2017-03-22,C,5.1424322625,local,TDS9,TDS9,flow,m3,52141.8,2017-03-21,2017-03-22,39.5
temperature,2017-03-23,C,4.9653089146,local,TDS9,TDS9,energy,MWh,3515.1,2017-03-22,2017-03-23,2.849999999999909
temperature,2017-03-23,C,4.9653089146,local,TDS9,TDS9,flow,m3,52183.6,2017-03-22,2017-03-23,41.799999999995634
temperature,2017-03-24,C,3.4708094324,local,TDS9,TDS9,energy,MWh,3518.24,2017-03-23,2017-03-24,3.1399999999998727
temperature,2017-03-24,C,3.4708094324,local,TDS9,TDS9,flow,m3,52235.8,2017-03-23,2017-03-24,52.200000000004366
temperature,2017-03-25,C,3.7153915266,local,TDS9,TDS9,energy,MWh,3521.11,2017-03-24,2017-03-25,2.8700000000003456
temperature,2017-03-25,C,3.7153915266,local,TDS9,TDS9,flow,m3,52274.3,2017-03-24,2017-03-25,38.5
temperature,2017-03-26,C,6.4981909394,local,TDS9,TDS9,energy,MWh,3523.78,2017-03-25,2017-03-26,2.6700000000000728
temperature,2017-03-26,C,6.4981909394,local,TDS9,TDS9,flow,m3,52310.9,2017-03-25,2017-03-26,36.599999999998545
temperature,2017-03-27,C,4.9593164506,local,TDS9,TDS9,energy,MWh,3526.58,2017-03-26,2017-03-27,2.799999999999727
temperature,2017-03-27,C,4.9593164506,local,TDS9,TDS9,flow,m3,52350.3,2017-03-26,2017-03-27,39.400000000001455
temperature,2017-03-28,C,5.1458089352,local,TDS9,TDS9,energy,MWh,3529.16,2017-03-27,2017-03-28,2.5799999999999272
temperature,2017-03-28,C,5.1458089352,local,TDS9,TDS9,flow,m3,52390.6,2017-03-27,2017-03-28,40.299999999995634
temperature,2017-03-29,C,5.3347378174,local,TDS9,TDS9,energy,MWh,3531.71,2017-03-28,2017-03-29,2.550000000000182
temperature,2017-03-29,C,5.3347378174,local,TDS9,TDS9,flow,m3,52430.1,2017-03-28,2017-03-29,39.5
temperature,2017-03-30,C,4.4891063869,local,TDS9,TDS9,energy,MWh,3534.45,2017-03-29,2017-03-30,2.7399999999997817
temperature,2017-03-30,C,4.4891063869,local,TDS9,TDS9,flow,m3,52474.6,2017-03-29,2017-03-30,44.5
temperature,2017-03-31,C,5.3392808636,local,TDS9,TDS9,energy,MWh,3537.03,2017-03-30,2017-03-31,2.580000000000382
temperature,2017-03-31,C,5.3392808636,local,TDS9,TDS9,flow,m3,52511.7,2017-03-30,2017-03-31,37.099999999998545
temperature,2017-04-01,C,10.1411613425,local,TDS9,TDS9,energy,MWh,3539,2017-03-31,2017-04-01,1.9699999999998
temperature,2017-04-01,C,10.1411613425,local,TDS9,TDS9,flow,m3,52538.2,2017-03-31,2017-04-01,26.5
temperature,2017-04-02,C,9.7692603469,local,TDS9,TDS9,energy,MWh,3541.14,2017-04-01,2017-04-02,2.1399999999998727
temperature,2017-04-02,C,9.7692603469,local,TDS9,TDS9,flow,m3,52570.3,2017-04-01,2017-04-02,32.10000000000582
temperature,2017-04-03,C,8.0428604682,local,TDS9,TDS9,energy,MWh,3543.5,2017-04-02,2017-04-03,2.3600000000001273
temperature,2017-04-03,C,8.0428604682,local,TDS9,TDS9,flow,m3,52604.3,2017-04-02,2017-04-03,34
temperature,2017-04-04,C,7.8974494139,local,TDS9,TDS9,energy,MWh,3545.72,2017-04-03,2017-04-04,2.2199999999998
temperature,2017-04-04,C,7.8974494139,local,TDS9,TDS9,flow,m3,52637.2,2017-04-03,2017-04-04,32.89999999999418
temperature,2017-04-05,C,7.3750551144,local,TDS9,TDS9,energy,MWh,3547.93,2017-04-04,2017-04-05,2.2100000000000364
temperature,2017-04-05,C,7.3750551144,local,TDS9,TDS9,flow,m3,52672.5,2017-04-04,2017-04-05,35.30000000000291
temperature,2017-04-06,C,7.1514676015,local,TDS9,TDS9,energy,MWh,3550.36,2017-04-05,2017-04-06,2.430000000000291
temperature,2017-04-06,C,7.1514676015,local,TDS9,TDS9,flow,m3,52713.6,2017-04-05,2017-04-06,41.099999999998545
temperature,2017-04-07,C,6.2839991252,local,TDS9,TDS9,energy,MWh,3552.83,2017-04-06,2017-04-07,2.4699999999998
temperature,2017-04-07,C,6.2839991252,local,TDS9,TDS9,flow,m3,52753.1,2017-04-06,2017-04-07,39.5
temperature,2017-04-08,C,9.976443549,local,TDS9,TDS9,energy,MWh,3554.6,2017-04-07,2017-04-08,1.7699999999999818
temperature,2017-04-08,C,9.976443549,local,TDS9,TDS9,flow,m3,52780.1,2017-04-07,2017-04-08,27
temperature,2017-04-09,C,7.690902253,local,TDS9,TDS9,energy,MWh,3556.53,2017-04-08,2017-04-09,1.930000000000291
